Date,Value
2021-12-01,-0.0058043471633692
2021-11-01,0.0040341340385416
2021-10-01,0.015333552946441
2021-09-01,0.006115901970471
2021-08-01,0.011141391978451
2021-07-01,0.00081635236046068
2021-06-01,0.011366836486521
2021-05-01,0.00036494714668948
2021-04-01,0.010337087373617
2021-03-01,0.051654466788212
2021-02-01,-0.010654264734586
2021-01-01,0.032551513256194
2020-12-01,-0.0053776447574875
2020-11-01,-0.005410422109171
2020-10-01,0.0044400864539384
2020-09-01,0.01479976174626
2020-08-01,0.010000566203324
2020-07-01,0.017272288740253
2020-06-01,0.063653977224864
2020-05-01,0.086201733517443
2020-04-01,-0.12646233887024
2020-03-01,-0.069184516844661
2020-02-01,0.0010291200346651
2020-01-01,0.0056923799731723
2019-12-01,0.0012749188687992
2019-11-01,0.0040868297291192
2019-10-01,0.002966075511339
2019-09-01,0.001946836905974
2019-08-01,0.0033822494029294
2019-07-01,0.0042770888067823
2019-06-01,0.0037224642017228
2019-05-01,0.0029938657157015
2019-04-01,0.0059602370054196
2019-03-01,0.0089602561287444
2019-02-01,0.00095714812398968
2019-01-01,0.0038290179778799
2018-12-01,-0.009670280099804
2018-11-01,0.0048301651604861
2018-10-01,0.0063361058250835
2018-09-01,0.0011559456277427
2018-08-01,0.0037170727514932
2018-07-01,0.0035722243385635
2018-06-01,0.0029411552684885
2018-05-01,0.0045476599103504
2018-04-01,0.0061420765027322
2018-03-01,0.0049644143748352
2018-02-01,0.0027239153897549
2018-01-01,0.0013454101663016
2017-12-01,0.0078617633764828
2017-11-01,0.0075327739122646
2017-10-01,0.0022222055951694
2017-09-01,0.0093724038969867
2017-08-01,0.0032352651477842
2017-07-01,0.0016316556371805
2017-06-01,0.0036637290820872
2017-05-01,7.6174805944682e-05
2017-04-01,0.0029107077374404
2017-03-01,0.004211834564662
2017-02-01,0.0015059430968644
2017-01-01,0.0040268767019726
2016-12-01,0.0085034542851808
2016-11-01,0.00198782360599
2016-10-01,0.0016631789361902
2016-09-01,0.0044706583632684
2016-08-01,0.0022954892064839
2016-07-01,0.0014879897966414
2016-06-01,0.0061230632742943
2016-05-01,0.0030510090576831
2016-04-01,0.0063325550900311
2016-03-01,-0.0015567246513336
2016-02-01,0.0059588342528569
2016-01-01,0.0015523454089184
2015-12-01,0.0028473482556967
2015-11-01,0.0028473665903595
2015-10-01,0.00047748535172054
2015-09-01,-0.00023464112045178
2015-08-01,0.0025795984587304
2015-07-01,0.0046616627140331
2015-06-01,0.00299993460633
2015-05-01,0.005201186494992
2015-04-01,0.0031404032244769
2015-03-01,0.0040635267439647
2015-02-01,0.0038715573464047
2015-01-01,-0.0025771487288276
2014-12-01,0.00076295362568838
2014-11-01,0.0019027044991899
2014-10-01,0.0059005925665906
2014-09-01,0.00051008462387534
2014-08-01,0.0067007879318471
2014-07-01,0.0034803176212199
2014-06-01,0.0050430441648413
2014-05-01,0.0035101470513061
2014-04-01,0.0036083179424036
2014-03-01,0.0068701895759079
2014-02-01,0.0062111801242235
2014-01-01,-0.0012890834530133
2013-12-01,0.0023674694093468
2013-11-01,0.0057652723022711
2013-10-01,0.0044945198398445
2013-09-01,0.0032522040274592
2013-08-01,0.0026527302851906
2013-07-01,0.002500331315987
2013-06-01,0.0020716948057122
2013-05-01,0.003179593758049
2013-04-01,-0.00085190213774196
2013-03-01,-0.0011699949477492
2013-02-01,0.0032278717387826
2013-01-01,0.0057775551819124
2012-12-01,0.00025048307450092
2012-11-01,0.0036812900676998
2012-10-01,0.0028905117376388
2012-09-01,0.0044591172214182
2012-08-01,0.0035582020187351
2012-07-01,0.0024568236000655
2012-06-01,-0.0015444997637824
2012-05-01,-0.0010618505241186
2012-04-01,0.0022376044897625
2012-03-01,0.0006098004951215
2012-02-01,0.0082960135085531
2012-01-01,0.0073027787535358
2011-12-01,0.0010178776326017
2011-11-01,0.00036101417212042
2011-10-01,0.0018269159433191
2011-09-01,0.0030603797103338
2011-08-01,0.0017425174251742
2011-07-01,0.0034409245614692
2011-06-01,0.0021176514683007
2011-05-01,0.0018869518686457
2011-04-01,0.0030509336421932
2011-03-01,0.0075043166423164
2011-02-01,0.0025013552970717
2011-01-01,0.0041352306369974
2010-12-01,0.003584572918264
2010-11-01,0.0045444042209043
2010-10-01,0.0057421735046624
2010-09-01,0.0019404100086348
2010-08-01,0.0037981710345634
2010-07-01,0.0035968058799958
2010-06-01,0.0020076781447095
2010-05-01,0.0027989746913762
2010-04-01,0.0025896022055927
2010-03-01,0.0062020726415282
2010-02-01,0.0037091914360437
2010-01-01,0.00034816863299047
2009-12-01,0.0066995803999719
2009-11-01,0.00090210189742099
2009-10-01,0.0049255625616956
2009-09-01,-0.0076268729820775
2009-08-01,0.011915478996187
2009-07-01,0.0034407860013803
2009-06-01,0.0062094039789206
2009-05-01,0.0019544640573037
2009-04-01,-7.162444235263e-05
2009-03-01,-0.0052216397781057
2009-02-01,-0.0023052238199692
2009-01-01,0.0046625516502577
2008-12-01,-0.0084672034961357
2008-11-01,-0.014839397654
2008-10-01,-0.0081353050492269
2008-09-01,-0.0058276089114264
2008-08-01,-0.00092291680984965
2008-07-01,-0.00019632672693897
2008-06-01,0.0054084462560328
2008-05-01,0.006156718270558
2008-04-01,0.0034876884597371
2008-03-01,0.0053698267830128
2008-02-01,-0.0014705293905805
2008-01-01,0.0023664367078454
2007-12-01,0.0016974859128757
2007-11-01,0.0074068827344753
2007-10-01,0.0038191587693371
2007-09-01,0.0047148149282063
2007-08-01,0.0049020110551629
2007-07-01,0.0045638109366631
